text,HATE,NOT,OFFN,PRFN,Race,Religion,Gender,Other,None,subtask1
it really fucks me off the way they project all of patriarchy onto trans women as if we fucking invented gender,0,1,0,1,0,0,0,0,1,NOT
hey sandnigger monkey enjoying the suppression of rights in america well get ready whites you know kind of like that too lynching non white subhumans as a hobby is in our genes millions of whites are looking forward to it,1,0,0,1,1,0,0,0,0,HATE
pf chang is the asian applebee,0,1,0,0,0,0,0,0,1,NOT
believe or not that one of the lucky niglets,1,0,0,1,1,0,0,0,0,HATE
you never know there was that one girl who made herself blind and a bunch of other deranged liberals that harm themselves to virtue signal there might be some women that undergo fgm to virtue signal,0,0,1,1,0,0,1,0,0,OFFN
year old white het boys are the worst breed all they do is recycle their same old holocaust racist sexist and homophobic jokes to hide their insecurities i got news for you buddy it not working,0,1,0,1,1,0,0,0,0,NOT
another retard looking for a way to stay relevant and find some kind of meaning to their life victim mentality iq66,0,0,1,1,0,0,0,0,1,OFFN
as a proud immigrant i am thankful to live in the united states but ashamed to have an unhinged president,0,1,0,0,0,0,0,1,0,NOT
not that we did not know before but the times are reporting the police did cover up the moslem rape gangs in rotherham they probably took part in them if you ask me of course silence from the pedo at the bbc this morning,1,0,0,1,0,1,0,0,0,HATE
carhart hats are the basic bitch winter accessory of,0,1,0,1,0,0,0,0,1,NOT
hey yankees can you please stop to associate flamenco with arabs to associate rumba with black music to associate pre colombians with latinos to pretend that africa is in orient to pretend that you are pioneers when you are colons thanks,0,1,0,1,1,0,0,0,0,NOT
fuck these kike rats,1,0,0,1,0,1,0,0,0,HATE
this girl is retarded i swear to god all her arguments collapse halfway,0,1,0,1,0,0,0,0,1,NOT
shit i do not even want to be here there is a retard in the white house,0,0,1,1,0,0,0,1,0,OFFN
stop gassing these hoes,0,0,1,1,0,0,1,0,0,OFFN
happy ve day years since ww2 and the surrender of nazi germany to the allied forces,0,1,0,1,0,0,0,0,1,NOT
princess diana illegitimate son and a negress,0,0,1,1,1,0,0,0,0,OFFN
the wtc was built with the understanding that it would be a public works project not a privately owned commercial development that is why it was originally run by the port authority a state government transportation agency turning it over to the kike billionaire silverstein violated that understanding,1,0,0,1,0,1,0,0,0,HATE
the racist and negro believe they should have an opinion and shouldn t be opposed nah black going to get at that negro rb,1,0,0,1,1,0,0,0,0,HATE
can we round up all the magas and white supremacist and move them to the iraq iran border so they can fight them rag heads we can call it operation justified buzzsaw solve lots of problems for,0,1,0,0,1,0,0,0,0,NOT
freedomworks condemns the violence in charlottesville prayers for the injured and the family of all the victims,0,1,0,0,0,0,0,0,1,NOT
notice how jews constantly use the knavery they pulled on mankind during ww2 calling all capitalists nazis as a cover up so that nobody can call them communists in return but that is what all jews are communist trash,1,0,0,1,0,1,0,0,0,HATE
no million white children raped by paki muslims million pakis in the uk for their crime the whole community must be expelled,1,0,0,1,0,1,0,0,0,HATE
wonder if her housekeeper is an illegal immigrant,0,1,0,1,0,0,0,1,0,NOT
bitch i want to go home,0,0,1,1,0,0,0,0,1,OFFN
you white with pink nasty locs or w e you want to call those yo i want to kick this bitch,0,0,1,1,0,0,1,0,0,OFFN
pfft they do not let the ghetto types on the campus it would be a long walk to get from lee park to the hood,0,0,1,1,1,0,0,0,0,OFFN
another lying friggin nigger,1,0,0,1,1,0,0,0,0,HATE
wonderful idea syrian refugees living here in the uk will love to be trained in bomb disposal to enable them to re establish their life in their homeland,0,0,1,1,0,1,0,0,0,OFFN
hilarious insult i just saw on pol if i had a satoshi for every time you shills shitposters made a dumb frankpost i would be able to afford a helicopter off the deep web and throw each and every one of you insufferable faggots off into the middle of the ocean,0,0,1,1,0,0,1,0,0,OFFN
oh hell no fuck this kike bitch,1,0,0,1,0,1,0,0,0,HATE
i am not going to join that gay ass jew hate club ya fag now go find a kackrat and stroke it all better,1,0,0,1,0,1,1,0,0,HATE
kike vs kike,1,0,0,1,0,1,0,0,0,HATE
in oakland one black dude will sit in the front of the bus and another will sit in the back they will then talk to one another over everyone heads laughing cussing an saying nigger every third word and the other passengers including the bus driver know not to interrupt,1,0,0,1,1,0,0,0,0,HATE
only america would shut down the whole ass government over a fucking wall you all president retarded,0,0,1,1,0,0,0,1,0,OFFN
omg yes arab muslims rise,0,1,0,1,0,1,0,0,0,NOT
if segregation is the reason that blacks are so poor and commit so much crime why are all the worst ghettos in the north,0,0,1,0,1,0,0,0,0,OFFN
there were not but kikes that left europe during the war per the european jewish congress in no one is sure if they died or left the gorillion is another kike lie,1,0,0,1,0,1,0,0,0,HATE
all jews world wide are about to have everyone in proximity attacking them,0,1,0,0,0,1,0,0,0,NOT
richard spencer has neither confirmed nor denied that he is a faggot,0,0,1,1,0,0,1,0,0,OFFN
hate you,0,1,0,0,0,0,0,0,1,NOT
i want a truth and no reconciliation these fuckers who have done this to our lands must confess that they lied to shitskins and flooded our lands to destroy shitskins must be told the truth we knew you would fuck shit up so we sent you into white lands,0,0,1,1,0,0,0,0,0,OFFN
let us not forget that pakistan is a islamist sharia country that supports terrorist groups around the world so they do in india in fact if muslim invaders would not have raped india that shitty nuke state would not even exist,1,0,0,1,0,1,0,0,0,HATE
just be thankful someone bullied you in boston but in fact did not call you a faggot,0,1,0,1,0,0,0,0,1,NOT
white ppl have their iq spread out we are very high and some are low unlike niggers like you were it does not get above,1,0,0,1,1,0,0,0,0,HATE
i need to find that one gif of the nigga dancing while that white woman crying,0,1,0,1,0,0,0,0,1,NOT
not shocking when you look at the number of muzzies in uk security,0,0,1,1,0,1,0,0,0,OFFN
you got to watch return to paradise with joakin phoenix that shit will have you never doing illegal shit in other countries,0,1,0,1,0,0,0,0,1,NOT
it very telling that his mentions are full of white and mostly middle aged people telling him how right he is and how much they can relate the lack of self awareness will always astound me,0,1,0,1,0,0,0,0,1,NOT
when a nigger hooks a white they get very possessive much having to do with bragging to their black friends the prospect of white dumping is too much and they lose it young whites are led to this trap by indoctrination by time they learn it too late,1,0,0,1,1,0,0,0,0,HATE
waiting on the beard twitter nigga holocaust,1,0,0,1,1,0,0,0,0,HATE
well i think nigeria would be alright if it wasn t for the moslem group boko haram oil revenues help but then always wants it for themselves i spent weeks in abuja and the city functioned well with people out and about working and relatively productive,0,1,0,1,0,0,0,0,1,NOT
raped dozens of women including a year old created a fake charity was caught stealing from set up a fake university used campaign cash to pay off sex partners married and impregnated illegal immigrants plus treason not a complete list,0,1,0,1,0,0,0,0,1,NOT
brother azz doing god work and preachin the gospel raise hell and kill nigger babies st robert ray and all god children said amen,1,0,0,1,1,0,0,0,0,HATE
gronk is retarded like there is something actually off in his big ass meathead,0,0,1,1,0,0,0,1,0,OFFN
not watching the superbowl this year fucking go away patriots we all hate you,0,1,0,1,0,0,0,0,1,NOT
the only way sharia may could be a worse leader for britain is if she were a gay muslim faux married to a trannie,0,0,1,1,0,1,1,1,0,OFFN
the same people that give women are hard time for abortion are the same people that hate homosexuals,0,1,0,1,0,0,0,0,1,NOT
starting a new day from midnight is retarded and jewish,0,0,1,1,0,1,0,0,0,OFFN
i white chick prioritizing a quick fuck nigger over a well rounded guy who can provide for her long term is a friggin waste,1,0,0,1,1,0,0,0,0,HATE
sharipo is a fucking jew and if you know that kike he plays his jew card everytime the shit goes down ben is a fucking liberal,1,0,0,1,0,1,0,0,0,HATE
and stop buying content from girls with boyfriends social work should be for women who have no other means to support themselves you know how selfish and stupid you look basically lying to the men fapping to you so you can buy overpriced festival tickets kill yourself,0,1,0,1,0,0,0,0,1,NOT
lol not surprised at all he will have to wait until after the election if he wins to bring in jihadi jack,0,0,1,0,0,1,0,0,0,OFFN
a note for turkeys fm muslims stay the fuck in your own countries and you will not have to worry about holocaust or islamsphobia only where your next meal is coming from when our foreign aid stops mischief making motherfuckers,1,0,0,1,1,1,0,1,0,HATE
last week i was out in angola and i came back to women killed by men now i came back from sa and you have raped and killed again dear men,0,1,0,1,0,0,0,0,1,NOT
i am fuckin allergic to white lesbians with pixie cuts they make me itch,0,1,0,1,0,0,0,0,1,NOT
more arabs have perished fighting among themselves than those in the war with israel and still goes on,0,0,1,1,1,0,0,0,0,OFFN
a bunch of ppl who are not in twp or los and never will be arguing over what symbols and optics they should use is retarded,0,0,1,1,0,0,0,0,1,OFFN
though huma seems to be cheaper than chicago ghetto hooker trickin for glass,0,0,1,1,0,0,0,0,0,OFFN
harvey how many babied did you kill today were they all nigger babies,1,0,0,1,1,0,0,0,0,HATE
bisschen zu toxic holocaust i am bus abmeddln trotz frau neben mir,0,1,0,1,0,0,0,0,1,NOT
warski has a flat earth debate two days later baked alaska has a flat earth debate that bleached haired retard does not even hide it anymore,0,0,1,1,0,0,0,1,0,OFFN
i say this with love she a badass bitch,0,1,0,1,0,0,0,0,1,NOT
people say they want a country for whites like israel i say move to poland or any other very white nations just like jews moved from their homes to israel or america that is what is consistent logic wise,0,1,0,1,1,1,0,0,0,NOT
a refugee has a credible claim of fear in his or her home country muslms being in majority do not have anything to fear hence they can not fit in the definition of refugee so they are illegal immigrants,0,1,0,1,0,0,0,0,1,NOT
a lot they just latch onto the hashtag and spout gibberish about immigrants,0,1,0,0,0,0,0,1,0,NOT
can someone anyone tell me the african word for patriarchy in any african language there is none these things are not who we are,0,1,0,1,0,0,0,0,1,NOT
whoa man that pretty homosexual of you you are going to have to say no homo,0,1,0,1,0,0,0,0,1,NOT
ab a bitch no matter where he play,0,1,0,1,0,0,0,0,1,NOT
bitches be so stupid and ungrateful,0,0,1,1,0,0,1,0,0,OFFN
fucking fat kike,1,0,0,1,0,1,0,0,0,HATE
there are c million moslems in uk do not work were not born in uk support moslem suicide bombers are moslem jihadis moslems are nothing but a drain on uk taxpayers whilst we pay for moslems to kill us deport the lot moslems are the problem bluehand trump,1,0,0,1,0,1,0,0,0,HATE
